,Channel,Light_status,mean_sleep_per_ind,No,Sex,Rep
386,adj_Monitor2_ch24,Day,0.628009259259259,53328,M,1
387,adj_Monitor2_ch32,Day,0.63125,53328,M,1
388,adj_Monitor24_ch25,Day,0.643055555555556,TRiPsc,M,1
389,adj_Monitor22_ch12,Day,0.518287037037037,64498,M,1
390,adj_Monitor72_ch20,Day,0.756481481481482,66945,F,1
391,adj_Monitor56_ch22,Day,0.439351851851852,62872,M,1
392,adj_Monitor75_ch20,Day,0.702777777777778,55690,M,1
393,adj_Monitor73_ch16,Day,0.594675925925926,57380,F,1
394,adj_Monitor22_ch32,Day,0.555555555555556,64498,M,1
395,adj_Monitor18_ch29,Day,0.780092592592593,80387,M,1
396,adj_Monitor15_ch21,Day,0.819675925925926,57380,M,1
397,adj_Monitor18_ch22,Day,0.667824074074074,80387,M,1
398,adj_Monitor16_ch31,Day,0.550231481481481,67422,F,1
399,adj_Monitor56_ch24,Day,0.461805555555556,62872,M,1
400,adj_Monitor7_ch13,Day,0.530092592592593,TRiPsc,F,1
401,adj_Monitor7_ch6,Day,0.451157407407407,TRiPsc,F,1
402,adj_Monitor77_ch11,Day,0.26875,64498,F,1
403,adj_Monitor75_ch1,Day,0.816203703703704,55690,M,1
404,adj_Monitor6_ch11,Day,0.563425925925926,53328,F,1
405,adj_Monitor58_ch8,Day,0.394907407407407,62872,F,1
406,adj_Monitor18_ch7,Day,0.738657407407407,80387,M,1
407,adj_Monitor67_ch11,Day,0.304166666666667,57713,F,1
408,adj_Monitor7_ch14,Day,0.464583333333333,TRiPsc,F,1
409,adj_Monitor22_ch25,Day,0.641666666666667,64498,M,1
410,adj_Monitor73_ch22,Day,0.711805555555556,57380,F,1
411,adj_Monitor77_ch18,Day,0.491435185185185,64498,F,1
412,adj_Monitor60_ch23,Day,0.690046296296296,66945,M,1
413,adj_Monitor75_ch27,Day,0.827546296296296,55690,M,1
414,adj_Monitor5_ch16,Day,0.66087962962963,80387,F,1
415,adj_Monitor75_ch21,Day,0.701388888888889,55690,M,1
416,adj_Monitor56_ch9,Day,0.495138888888889,62872,M,1
417,adj_Monitor17_ch1,Day,0.875462962962963,82983,M,1
418,adj_Monitor75_ch26,Day,0.654861111111111,55690,M,1
419,adj_Monitor20_ch24,Day,0.55787037037037,57713,M,1
420,adj_Monitor24_ch11,Day,0.648611111111111,TRiPsc,M,1
421,adj_Monitor56_ch20,Day,0.638888888888889,62872,M,1
422,adj_Monitor63_ch19,Day,0.346296296296296,56014,F,1
423,adj_Monitor7_ch7,Day,0.521990740740741,TRiPsc,F,1
424,adj_Monitor24_ch24,Day,0.873611111111111,TRiPsc,M,1
425,adj_Monitor17_ch28,Day,0.728703703703704,82983,M,1
426,adj_Monitor16_ch24,Day,0.380555555555556,67422,F,1
427,adj_Monitor63_ch29,Day,0.581018518518518,56014,F,1
428,adj_Monitor72_ch21,Day,0.575,66945,F,1
429,adj_Monitor77_ch12,Day,0.593055555555556,64498,F,1
430,adj_Monitor73_ch4,Day,0.775925925925926,57380,F,1
431,adj_Monitor20_ch7,Day,0.556712962962963,57713,M,1
432,adj_Monitor75_ch28,Day,0.852546296296296,55690,M,1
433,adj_Monitor58_ch5,Day,0.275925925925926,62872,F,1
434,adj_Monitor77_ch19,Day,0.33287037037037,64498,F,1
435,adj_Monitor17_ch21,Day,0.804398148148148,82983,M,1
436,adj_Monitor59_ch17,Day,0.516435185185185,55690,F,1
437,adj_Monitor8_ch10,Day,0.56412037037037,56014,M,1
438,adj_Monitor15_ch22,Day,0.539351851851852,57380,M,1
439,adj_Monitor1_ch5,Day,0.625,67422,M,1
440,adj_Monitor72_ch1,Day,0.555324074074074,66945,F,1
441,adj_Monitor5_ch21,Day,0.650694444444444,80387,F,1
442,adj_Monitor1_ch20,Day,0.868287037037037,67422,M,1
443,adj_Monitor22_ch4,Day,0.799074074074074,64498,M,1
444,adj_Monitor15_ch8,Day,0.767592592592593,57380,M,1
445,adj_Monitor2_ch27,Day,0.677546296296296,53328,M,1
446,adj_Monitor60_ch15,Day,0.562268518518519,66945,M,1
447,adj_Monitor18_ch19,Day,0.763657407407407,80387,M,1
448,adj_Monitor58_ch25,Day,0.435648148148148,62872,F,1
449,adj_Monitor8_ch23,Day,0.385648148148148,56014,M,1
450,adj_Monitor63_ch9,Day,0.522222222222222,56014,F,1
451,adj_Monitor7_ch32,Day,0.580092592592593,TRiPsc,F,1
452,adj_Monitor7_ch3,Day,0.603935185185185,TRiPsc,F,1
453,adj_Monitor18_ch8,Day,0.680787037037037,80387,M,1
454,adj_Monitor15_ch16,Day,0.615277777777778,57380,M,1
455,adj_Monitor7_ch19,Day,0.652083333333333,TRiPsc,F,1
456,adj_Monitor18_ch30,Day,0.550231481481481,80387,M,1
457,adj_Monitor75_ch18,Day,0.685416666666667,55690,M,1
458,adj_Monitor6_ch6,Day,0.282638888888889,53328,F,1
459,adj_Monitor17_ch19,Day,0.516666666666667,82983,M,1
460,adj_Monitor22_ch31,Day,0.633101851851852,64498,M,1
461,adj_Monitor67_ch21,Day,0.401157407407407,57713,F,1
462,adj_Monitor20_ch27,Day,0.665509259259259,57713,M,1
463,adj_Monitor72_ch28,Day,0.590277777777778,66945,F,1
464,adj_Monitor2_ch16,Day,0.630787037037037,53328,M,1
465,adj_Monitor59_ch14,Day,0.746296296296296,55690,F,1
466,adj_Monitor59_ch3,Day,0.77662037037037,55690,F,1
467,adj_Monitor2_ch23,Day,0.626388888888889,53328,M,1
468,adj_Monitor75_ch15,Day,0.772916666666667,55690,M,1
469,adj_Monitor16_ch6,Day,0.570601851851852,67422,F,1
470,adj_Monitor22_ch20,Day,0.716435185185185,64498,M,1
471,adj_Monitor18_ch27,Day,0.764814814814815,80387,M,1
472,adj_Monitor16_ch17,Day,0.478935185185185,67422,F,1
473,adj_Monitor63_ch27,Day,0.53912037037037,56014,F,1
474,adj_Monitor54_ch19,Day,0.765509259259259,82983,F,1
476,adj_Monitor63_ch23,Day,0.517592592592593,56014,F,1
477,adj_Monitor18_ch18,Day,0.748611111111111,80387,M,1
478,adj_Monitor7_ch12,Day,0.530092592592593,TRiPsc,F,1
479,adj_Monitor58_ch3,Day,0.405555555555556,62872,F,1
480,adj_Monitor8_ch18,Day,0.471527777777778,56014,M,1
481,adj_Monitor2_ch22,Day,0.519444444444444,53328,M,1
482,adj_Monitor63_ch28,Day,0.353009259259259,56014,F,1
483,adj_Monitor17_ch30,Day,0.603009259259259,82983,M,1
484,adj_Monitor16_ch4,Day,0.616898148148148,67422,F,1
485,adj_Monitor73_ch26,Day,0.621527777777778,57380,F,1
486,adj_Monitor17_ch13,Day,0.625694444444444,82983,M,1
487,adj_Monitor73_ch2,Day,0.697685185185185,57380,F,1
488,adj_Monitor67_ch24,Day,0.398842592592593,57713,F,1
489,adj_Monitor5_ch9,Day,0.816435185185185,80387,F,1
490,adj_Monitor60_ch6,Day,0.775694444444444,66945,M,1
491,adj_Monitor8_ch27,Day,0.469444444444444,56014,M,1
492,adj_Monitor24_ch22,Day,0.624074074074074,TRiPsc,M,1
493,adj_Monitor56_ch4,Day,0.727546296296296,62872,M,1
494,adj_Monitor5_ch11,Day,0.807175925925926,80387,F,1
495,adj_Monitor56_ch27,Day,0.557638888888889,62872,M,1
496,adj_Monitor22_ch28,Day,0.566203703703704,64498,M,1
497,adj_Monitor1_ch12,Day,0.594675925925926,67422,M,1
498,adj_Monitor63_ch17,Day,0.309027777777778,56014,F,1
499,adj_Monitor22_ch30,Day,0.559953703703704,64498,M,1
500,adj_Monitor6_ch9,Day,0.496990740740741,53328,F,1
501,adj_Monitor63_ch8,Day,0.477777777777778,56014,F,1
502,adj_Monitor58_ch22,Day,0.58912037037037,62872,F,1
503,adj_Monitor6_ch30,Day,0.288888888888889,53328,F,1
504,adj_Monitor75_ch14,Day,0.808333333333333,55690,M,1
505,adj_Monitor18_ch17,Day,0.664351851851852,80387,M,1
506,adj_Monitor1_ch13,Day,0.771064814814815,67422,M,1
507,adj_Monitor17_ch23,Day,0.774074074074074,82983,M,1
508,adj_Monitor6_ch29,Day,0.537037037037037,53328,F,1
509,adj_Monitor67_ch19,Day,0.521990740740741,57713,F,1
510,adj_Monitor15_ch7,Day,0.666666666666667,57380,M,1
511,adj_Monitor15_ch29,Day,0.77337962962963,57380,M,1
512,adj_Monitor72_ch7,Day,0.5625,66945,F,1
513,adj_Monitor63_ch2,Day,0.611342592592593,56014,F,1
514,adj_Monitor7_ch27,Day,0.432638888888889,TRiPsc,F,1
515,adj_Monitor75_ch22,Day,0.741435185185185,55690,M,1
516,adj_Monitor16_ch1,Day,0.497453703703704,67422,F,1
517,adj_Monitor72_ch13,Day,0.655324074074074,66945,F,1
518,adj_Monitor24_ch17,Day,0.766435185185185,TRiPsc,M,1
519,adj_Monitor63_ch10,Day,0.542824074074074,56014,F,1
520,adj_Monitor59_ch13,Day,0.512037037037037,55690,F,1
521,adj_Monitor15_ch3,Day,0.638425925925926,57380,M,1
522,adj_Monitor20_ch13,Day,0.709490740740741,57713,M,1
523,adj_Monitor56_ch7,Day,0.508796296296296,62872,M,1
524,adj_Monitor77_ch14,Day,0.270833333333333,64498,F,1
525,adj_Monitor72_ch19,Day,0.78912037037037,66945,F,1
526,adj_Monitor20_ch1,Day,0.572685185185185,57713,M,1
527,adj_Monitor22_ch27,Day,0.667592592592593,64498,M,1
528,adj_Monitor20_ch32,Day,0.765046296296296,57713,M,1
529,adj_Monitor6_ch7,Day,0.503240740740741,53328,F,1
530,adj_Monitor59_ch11,Day,0.638425925925926,55690,F,1
531,adj_Monitor58_ch11,Day,0.489814814814815,62872,F,1
532,adj_Monitor77_ch5,Day,0.340740740740741,64498,F,1
533,adj_Monitor58_ch23,Day,0.316203703703704,62872,F,1
534,adj_Monitor60_ch30,Day,0.674768518518518,66945,M,1
535,adj_Monitor7_ch17,Day,0.419212962962963,TRiPsc,F,1
536,adj_Monitor18_ch6,Day,0.705555555555556,80387,M,1
537,adj_Monitor18_ch15,Day,0.758101851851852,80387,M,1
538,adj_Monitor72_ch27,Day,0.820833333333333,66945,F,1
539,adj_Monitor73_ch11,Day,0.451388888888889,57380,F,1
540,adj_Monitor72_ch15,Day,0.447685185185185,66945,F,1
541,adj_Monitor22_ch9,Day,0.56412037037037,64498,M,1
542,adj_Monitor67_ch30,Day,0.419212962962963,57713,F,1
543,adj_Monitor24_ch4,Day,0.720138888888889,TRiPsc,M,1
544,adj_Monitor56_ch28,Day,0.636342592592593,62872,M,1
545,adj_Monitor77_ch28,Day,0.409027777777778,64498,F,1
546,adj_Monitor6_ch25,Day,0.624074074074074,53328,F,1
547,adj_Monitor77_ch13,Day,0.403935185185185,64498,F,1
548,adj_Monitor24_ch6,Day,0.867361111111111,TRiPsc,M,1
549,adj_Monitor22_ch11,Day,0.650231481481481,64498,M,1
550,adj_Monitor73_ch23,Day,0.636111111111111,57380,F,1
551,adj_Monitor8_ch9,Day,0.606481481481482,56014,M,1
552,adj_Monitor24_ch18,Day,0.852546296296296,TRiPsc,M,1
553,adj_Monitor72_ch4,Day,0.693518518518519,66945,F,1
554,adj_Monitor15_ch25,Day,0.62962962962963,57380,M,1
555,adj_Monitor75_ch19,Day,0.650231481481481,55690,M,1
556,adj_Monitor17_ch18,Day,0.803935185185185,82983,M,1
557,adj_Monitor22_ch2,Day,0.755555555555556,64498,M,1
558,adj_Monitor24_ch9,Day,0.597685185185185,TRiPsc,M,1
559,adj_Monitor5_ch27,Day,0.532175925925926,80387,F,1
560,adj_Monitor16_ch20,Day,0.674537037037037,67422,F,1
561,adj_Monitor17_ch27,Day,0.708333333333333,82983,M,1
562,adj_Monitor59_ch5,Day,0.657175925925926,55690,F,1
563,adj_Monitor7_ch28,Day,0.571990740740741,TRiPsc,F,1
564,adj_Monitor16_ch23,Day,0.551157407407407,67422,F,1
565,adj_Monitor59_ch12,Day,0.525462962962963,55690,F,1
566,adj_Monitor77_ch15,Day,0.220138888888889,64498,F,1
567,adj_Monitor63_ch4,Day,0.764583333333333,56014,F,1
568,adj_Monitor54_ch6,Day,0.525,82983,F,1
569,adj_Monitor24_ch10,Day,0.541203703703704,TRiPsc,M,1
570,adj_Monitor72_ch6,Day,0.699074074074074,66945,F,1
571,adj_Monitor17_ch11,Day,0.741435185185185,82983,M,1
572,adj_Monitor63_ch12,Day,0.584722222222222,56014,F,1
573,adj_Monitor73_ch31,Day,0.0613425925925926,57380,F,1
574,adj_Monitor73_ch10,Day,0.669907407407407,57380,F,1
575,adj_Monitor7_ch24,Day,0.436574074074074,TRiPsc,F,1
576,adj_Monitor63_ch7,Day,0.822916666666667,56014,F,1
577,adj_Monitor56_ch15,Day,0.601157407407407,62872,M,1
578,adj_Monitor15_ch10,Day,0.860416666666667,57380,M,1
579,adj_Monitor73_ch7,Day,0.679398148148148,57380,F,1
580,adj_Monitor60_ch11,Day,0.634259259259259,66945,M,1
581,adj_Monitor59_ch8,Day,0.654861111111111,55690,F,1
582,adj_Monitor24_ch14,Day,0.699305555555556,TRiPsc,M,1
584,adj_Monitor1_ch4,Day,0.713194444444444,67422,M,1
585,adj_Monitor16_ch32,Day,0.494907407407407,67422,F,1
586,adj_Monitor60_ch32,Day,0.440972222222222,66945,M,1
587,adj_Monitor20_ch12,Day,0.729166666666667,57713,M,1
588,adj_Monitor72_ch17,Day,0.748148148148148,66945,F,1
589,adj_Monitor67_ch32,Day,0.37337962962963,57713,F,1
590,adj_Monitor8_ch2,Day,0.534490740740741,56014,M,1
591,adj_Monitor5_ch32,Day,0.547916666666667,80387,F,1
592,adj_Monitor15_ch28,Day,0.689814814814815,57380,M,1
593,adj_Monitor24_ch28,Day,0.728472222222222,TRiPsc,M,1
594,adj_Monitor7_ch10,Day,0.408796296296296,TRiPsc,F,1
595,adj_Monitor72_ch16,Day,0.807175925925926,66945,F,1
596,adj_Monitor59_ch21,Day,0.687731481481481,55690,F,1
597,adj_Monitor15_ch5,Day,0.688194444444444,57380,M,1
598,adj_Monitor5_ch23,Day,0.678009259259259,80387,F,1
599,adj_Monitor54_ch26,Day,0.584490740740741,82983,F,1
600,adj_Monitor16_ch25,Day,0.587731481481481,67422,F,1
601,adj_Monitor2_ch12,Day,0.599305555555556,53328,M,1
602,adj_Monitor73_ch6,Day,0.578703703703704,57380,F,1
603,adj_Monitor15_ch12,Day,0.821064814814815,57380,M,1
604,adj_Monitor1_ch3,Day,0.777546296296296,67422,M,1
605,adj_Monitor15_ch24,Day,0.771759259259259,57380,M,1
606,adj_Monitor72_ch31,Day,0.571064814814815,66945,F,1
607,adj_Monitor1_ch8,Day,0.884490740740741,67422,M,1
608,adj_Monitor72_ch14,Day,0.610648148148148,66945,F,1
609,adj_Monitor24_ch19,Day,0.878703703703704,TRiPsc,M,1
610,adj_Monitor67_ch20,Day,0.526157407407407,57713,F,1
611,adj_Monitor56_ch17,Day,0.603703703703704,62872,M,1
612,adj_Monitor59_ch32,Day,0.546064814814815,55690,F,1
613,adj_Monitor75_ch30,Day,0.57037037037037,55690,M,1
614,adj_Monitor17_ch31,Day,0.579398148148148,82983,M,1
615,adj_Monitor1_ch9,Day,0.715277777777778,67422,M,1
616,adj_Monitor2_ch29,Day,0.533333333333333,53328,M,1
617,adj_Monitor17_ch29,Day,0.658333333333333,82983,M,1
618,adj_Monitor17_ch24,Day,0.559259259259259,82983,M,1
619,adj_Monitor20_ch2,Day,0.558796296296296,57713,M,1
620,adj_Monitor59_ch29,Day,0.772685185185185,55690,F,1
621,adj_Monitor15_ch23,Day,0.820601851851852,57380,M,1
622,adj_Monitor16_ch15,Day,0.502314814814815,67422,F,1
623,adj_Monitor1_ch26,Day,0.771990740740741,67422,M,1
624,adj_Monitor8_ch31,Day,0.633796296296296,56014,M,1
625,adj_Monitor6_ch17,Day,0.506944444444444,53328,F,1
626,adj_Monitor17_ch6,Day,0.765972222222222,82983,M,1
627,adj_Monitor5_ch4,Day,0.753240740740741,80387,F,1
628,adj_Monitor24_ch23,Day,0.749537037037037,TRiPsc,M,1
629,adj_Monitor17_ch7,Day,0.583333333333333,82983,M,1
630,adj_Monitor20_ch22,Day,0.675,57713,M,1
631,adj_Monitor16_ch3,Day,0.57962962962963,67422,F,1
632,adj_Monitor8_ch8,Day,0.569675925925926,56014,M,1
633,adj_Monitor20_ch25,Day,0.834490740740741,57713,M,1
634,adj_Monitor24_ch20,Day,0.726851851851852,TRiPsc,M,1
635,adj_Monitor54_ch1,Day,0.675231481481481,82983,F,1
636,adj_Monitor18_ch14,Day,0.775231481481481,80387,M,1
637,adj_Monitor22_ch13,Day,0.550231481481481,64498,M,1
638,adj_Monitor59_ch28,Day,0.734953703703704,55690,F,1
639,adj_Monitor63_ch20,Day,0.562731481481481,56014,F,1
640,adj_Monitor72_ch2,Day,0.67037037037037,66945,F,1
641,adj_Monitor60_ch8,Day,0.706944444444444,66945,M,1
642,adj_Monitor24_ch31,Day,0.648842592592593,TRiPsc,M,1
644,adj_Monitor59_ch1,Day,0.746296296296296,55690,F,1
645,adj_Monitor20_ch21,Day,0.859259259259259,57713,M,1
646,adj_Monitor72_ch8,Day,0.541435185185185,66945,F,1
647,adj_Monitor22_ch1,Day,0.580555555555556,64498,M,1
648,adj_Monitor72_ch26,Day,0.731712962962963,66945,F,1
649,adj_Monitor1_ch19,Day,0.849305555555556,67422,M,1
650,adj_Monitor20_ch26,Day,0.763194444444444,57713,M,1
651,adj_Monitor15_ch19,Day,0.692592592592593,57380,M,1
652,adj_Monitor6_ch16,Day,0.493981481481481,53328,F,1
653,adj_Monitor20_ch19,Day,0.748611111111111,57713,M,1
654,adj_Monitor16_ch16,Day,0.582175925925926,67422,F,1
655,adj_Monitor60_ch27,Day,0.684722222222222,66945,M,1
656,adj_Monitor16_ch30,Day,0.673611111111111,67422,F,1
657,adj_Monitor1_ch7,Day,0.6875,67422,M,1
658,adj_Monitor8_ch1,Day,0.578240740740741,56014,M,1
659,adj_Monitor75_ch10,Day,0.754398148148148,55690,M,1
660,adj_Monitor72_ch3,Day,0.562962962962963,66945,F,1
661,adj_Monitor24_ch27,Day,0.684027777777778,TRiPsc,M,1
662,adj_Monitor67_ch26,Day,0.343518518518519,57713,F,1
663,adj_Monitor7_ch23,Day,0.399305555555556,TRiPsc,F,1
664,adj_Monitor72_ch11,Day,0.635648148148148,66945,F,1
665,adj_Monitor20_ch23,Day,0.780787037037037,57713,M,1
666,adj_Monitor15_ch20,Day,0.575462962962963,57380,M,1
667,adj_Monitor15_ch18,Day,0.706712962962963,57380,M,1
668,adj_Monitor20_ch18,Day,0.698148148148148,57713,M,1
669,adj_Monitor6_ch3,Day,0.572916666666667,53328,F,1
670,adj_Monitor15_ch9,Day,0.746527777777778,57380,M,1
671,adj_Monitor20_ch14,Day,0.730324074074074,57713,M,1
672,adj_Monitor56_ch16,Day,0.580555555555556,62872,M,1
673,adj_Monitor56_ch2,Day,0.495601851851852,62872,M,1
674,adj_Monitor73_ch8,Day,0.65162037037037,57380,F,1
675,adj_Monitor60_ch14,Day,0.813194444444444,66945,M,1
676,adj_Monitor2_ch9,Day,0.655092592592593,53328,M,1
677,adj_Monitor15_ch6,Day,0.638888888888889,57380,M,1
678,adj_Monitor63_ch24,Day,0.417361111111111,56014,F,1
679,adj_Monitor54_ch27,Day,0.431712962962963,82983,F,1
680,adj_Monitor15_ch17,Day,0.646296296296296,57380,M,1
681,adj_Monitor75_ch11,Day,0.628703703703704,55690,M,1
682,adj_Monitor7_ch30,Day,0.47662037037037,TRiPsc,F,1
683,adj_Monitor6_ch14,Day,0.511805555555556,53328,F,1
684,adj_Monitor59_ch25,Day,0.586805555555556,55690,F,1
685,adj_Monitor7_ch25,Day,0.542361111111111,TRiPsc,F,1
686,adj_Monitor24_ch26,Day,0.844907407407407,TRiPsc,M,1
688,adj_Monitor7_ch16,Day,0.612731481481481,TRiPsc,F,1
689,adj_Monitor73_ch9,Day,0.414583333333333,57380,F,1
690,adj_Monitor2_ch7,Day,0.629861111111111,53328,M,1
691,adj_Monitor58_ch7,Day,0.278009259259259,62872,F,1
692,adj_Monitor8_ch16,Day,0.569675925925926,56014,M,1
693,adj_Monitor5_ch22,Day,0.914814814814815,80387,F,1
694,adj_Monitor63_ch6,Day,0.368518518518519,56014,F,1
695,adj_Monitor59_ch19,Day,0.661805555555556,55690,F,1
696,adj_Monitor72_ch30,Day,0.612037037037037,66945,F,1
697,adj_Monitor59_ch27,Day,0.569675925925926,55690,F,1
698,adj_Monitor7_ch11,Day,0.746759259259259,TRiPsc,F,1
699,adj_Monitor56_ch29,Day,0.544907407407407,62872,M,1
700,adj_Monitor58_ch6,Day,0.29537037037037,62872,F,1
701,adj_Monitor59_ch24,Day,0.761574074074074,55690,F,1
702,adj_Monitor15_ch32,Day,0.577314814814815,57380,M,1
703,adj_Monitor7_ch20,Day,0.567361111111111,TRiPsc,F,1
704,adj_Monitor20_ch17,Day,0.588425925925926,57713,M,1
705,adj_Monitor20_ch9,Day,0.663425925925926,57713,M,1
706,adj_Monitor59_ch20,Day,0.424074074074074,55690,F,1
707,adj_Monitor7_ch26,Day,0.44375,TRiPsc,F,1
708,adj_Monitor7_ch31,Day,0.527314814814815,TRiPsc,F,1
709,adj_Monitor59_ch22,Day,0.552777777777778,55690,F,1
710,adj_Monitor63_ch15,Day,0.276851851851852,56014,F,1
711,adj_Monitor63_ch21,Day,0.413888888888889,56014,F,1
712,adj_Monitor8_ch32,Day,0.63287037037037,56014,M,1
713,adj_Monitor20_ch16,Day,0.783101851851852,57713,M,1
714,adj_Monitor72_ch10,Day,0.748611111111111,66945,F,1
715,adj_Monitor73_ch14,Day,0.724768518518519,57380,F,1
716,adj_Monitor17_ch3,Day,0.662962962962963,82983,M,1
717,adj_Monitor15_ch13,Day,0.583796296296296,57380,M,1
718,adj_Monitor72_ch5,Day,0.628240740740741,66945,F,1
719,adj_Monitor56_ch18,Day,0.788194444444444,62872,M,1
720,adj_Monitor15_ch4,Day,0.545833333333333,57380,M,1
721,adj_Monitor20_ch15,Day,0.740046296296296,57713,M,1
722,adj_Monitor17_ch8,Day,0.751388888888889,82983,M,1
723,adj_Monitor22_ch15,Day,0.613888888888889,64498,M,1
724,adj_Monitor58_ch18,Day,0.490740740740741,62872,F,1
726,adj_Monitor63_ch14,Day,0.564351851851852,56014,F,1
727,adj_Monitor2_ch2,Day,0.581481481481481,53328,M,1
728,adj_Monitor20_ch11,Day,0.779166666666667,57713,M,1
729,adj_Monitor56_ch5,Day,0.519907407407407,62872,M,1
730,adj_Monitor24_ch15,Day,0.681712962962963,TRiPsc,M,1
731,adj_Monitor56_ch10,Day,0.540972222222222,62872,M,1
732,adj_Monitor7_ch9,Day,0.49375,TRiPsc,F,1
733,adj_Monitor15_ch31,Day,0.74212962962963,57380,M,1
734,adj_Monitor75_ch12,Day,0.813425925925926,55690,M,1
735,adj_Monitor6_ch23,Day,0.356712962962963,53328,F,1
736,adj_Monitor75_ch3,Day,0.875694444444444,55690,M,1
737,adj_Monitor7_ch8,Day,0.614814814814815,TRiPsc,F,1
739,adj_Monitor75_ch25,Day,0.759490740740741,55690,M,1
740,adj_Monitor58_ch32,Day,0.328935185185185,62872,F,1
741,adj_Monitor72_ch12,Day,0.600462962962963,66945,F,1
742,adj_Monitor6_ch1,Day,0.44375,53328,F,1
743,adj_Monitor6_ch15,Day,0.703009259259259,53328,F,1
744,adj_Monitor2_ch5,Day,0.74375,53328,M,1
745,adj_Monitor24_ch32,Day,0.714814814814815,TRiPsc,M,1
746,adj_Monitor72_ch32,Day,0.510416666666667,66945,F,1
747,adj_Monitor2_ch19,Day,0.411342592592593,53328,M,1
748,adj_Monitor59_ch9,Day,0.587962962962963,55690,F,1
749,adj_Monitor15_ch2,Day,0.579861111111111,57380,M,1
750,adj_Monitor59_ch2,Day,0.868287037037037,55690,F,1
751,adj_Monitor2_ch20,Day,0.609722222222222,53328,M,1
752,adj_Monitor56_ch11,Day,0.545601851851852,62872,M,1
753,adj_Monitor17_ch25,Day,0.455555555555556,82983,M,1
754,adj_Monitor20_ch20,Day,0.624537037037037,57713,M,1
755,adj_Monitor63_ch22,Day,0.487731481481481,56014,F,1
756,adj_Monitor5_ch1,Day,0.675,80387,F,1
757,adj_Monitor18_ch13,Day,0.617361111111111,80387,M,1
758,adj_Monitor6_ch24,Day,0.206481481481481,53328,F,1
759,adj_Monitor63_ch16,Day,0.328935185185185,56014,F,1
760,adj_Monitor59_ch26,Day,0.605092592592593,55690,F,1
761,adj_Monitor20_ch10,Day,0.668287037037037,57713,M,1
762,adj_Monitor2_ch4,Day,0.740509259259259,53328,M,1
763,adj_Monitor24_ch16,Day,0.915046296296296,TRiPsc,M,1
764,adj_Monitor24_ch21,Day,0.812037037037037,TRiPsc,M,1
765,adj_Monitor75_ch24,Day,0.755092592592593,55690,M,1
766,adj_Monitor63_ch5,Day,0.647685185185185,56014,F,1
767,adj_Monitor2_ch6,Day,0.724305555555556,53328,M,1
